"Statistic Label","Year","Percentile","Age Group","UNIT","VALUE"
"Annual Change (Annual Earnings)","2018","15th percentile","30 - 39 years","%","3.9"
"Annual Change (Annual Earnings)","2018","15th percentile","40 - 49 years","%","4.5"
"Annual Change (Annual Earnings)","2018","15th percentile","50 - 59 years","%","4"
"Annual Change (Annual Earnings)","2018","15th percentile","60 years and over","%","2.2"
"Annual Change (Annual Earnings)","2018","20th percentile","15 - 24 years","%","2.8"
"Annual Change (Annual Earnings)","2018","20th percentile","15 years and over","%","4"
"Annual Change (Annual Earnings)","2018","20th percentile","25 - 29 years","%","5.3"
"Annual Change (Annual Earnings)","2018","20th percentile","30 - 39 years","%","3.5"
"Annual Change (Annual Earnings)","2018","20th percentile","40 - 49 years","%","3.7"
"Annual Change (Annual Earnings)","2018","20th percentile","50 - 59 years","%","3.7"
"Annual Change (Annual Earnings)","2018","20th percentile","60 years and over","%","4.3"
"Annual Change (Annual Earnings)","2018","25th percentile","15 - 24 years","%","3.4"
"Annual Change (Annual Earnings)","2018","25th percentile","15 years and over","%","3.8"
"Annual Change (Annual Earnings)","2018","25th percentile","25 - 29 years","%","5.2"
"Annual Change (Annual Earnings)","2018","25th percentile","30 - 39 years","%","3.2"
"Annual Change (Annual Earnings)","2018","25th percentile","40 - 49 years","%","3.2"
"Annual Change (Annual Earnings)","2018","25th percentile","50 - 59 years","%","3.2"
"Annual Change (Annual Earnings)","2018","25th percentile","60 years and over","%","3.5"
"Annual Change (Annual Earnings)","2018","30th percentile","15 - 24 years","%","2.7"
"Annual Change (Annual Earnings)","2018","30th percentile","15 years and over","%","3.6"
"Annual Change (Annual Earnings)","2018","30th percentile","25 - 29 years","%","4.8"
"Annual Change (Annual Earnings)","2018","30th percentile","30 - 39 years","%","3.2"
"Annual Change (Annual Earnings)","2018","30th percentile","40 - 49 years","%","3.2"
"Annual Change (Annual Earnings)","2018","30th percentile","50 - 59 years","%","2.8"
"Annual Change (Annual Earnings)","2018","30th percentile","60 years and over","%","3.2"
"Annual Change (Annual Earnings)","2018","35th percentile","15 - 24 years","%","3"
"Annual Change (Annual Earnings)","2018","35th percentile","15 years and over","%","3.4"
"Annual Change (Annual Earnings)","2018","35th percentile","25 - 29 years","%","4.9"
"Annual Change (Annual Earnings)","2018","35th percentile","30 - 39 years","%","3"
"Annual Change (Annual Earnings)","2018","35th percentile","40 - 49 years","%","2.9"
"Annual Change (Annual Earnings)","2018","35th percentile","50 - 59 years","%","2.5"
"Annual Change (Annual Earnings)","2018","35th percentile","60 years and over","%","3.6"
"Annual Change (Annual Earnings)","2018","40th percentile","15 - 24 years","%","2.9"
"Annual Change (Annual Earnings)","2018","40th percentile","15 years and over","%","3"
"Annual Change (Annual Earnings)","2018","40th percentile","25 - 29 years","%","4.8"
"Annual Change (Annual Earnings)","2018","40th percentile","30 - 39 years","%","3.2"
"Annual Change (Annual Earnings)","2018","40th percentile","40 - 49 years","%","3"
"Annual Change (Annual Earnings)","2018","40th percentile","50 - 59 years","%","2.6"
"Annual Change (Annual Earnings)","2018","40th percentile","60 years and over","%","3.6"
"Annual Change (Annual Earnings)","2018","45th percentile","15 - 24 years","%","3.5"
"Annual Change (Annual Earnings)","2018","45th percentile","15 years and over","%","3.2"
"Annual Change (Annual Earnings)","2018","45th percentile","25 - 29 years","%","4.9"
"Annual Change (Annual Earnings)","2018","45th percentile","30 - 39 years","%","3.3"
"Annual Change (Annual Earnings)","2018","45th percentile","40 - 49 years","%","3"
"Annual Change (Annual Earnings)","2018","45th percentile","50 - 59 years","%","2.5"
"Annual Change (Annual Earnings)","2018","45th percentile","60 years and over","%","3.2"
"Annual Change (Annual Earnings)","2018","50th percentile","15 - 24 years","%","3.3"
"Annual Change (Annual Earnings)","2018","50th percentile","15 years and over","%","3.3"
"Annual Change (Annual Earnings)","2018","50th percentile","25 - 29 years","%","4.7"
"Annual Change (Annual Earnings)","2018","50th percentile","30 - 39 years","%","3.5"
"Annual Change (Annual Earnings)","2018","50th percentile","40 - 49 years","%","2.8"
"Annual Change (Annual Earnings)","2018","50th percentile","50 - 59 years","%","2.5"
"Annual Change (Annual Earnings)","2018","50th percentile","60 years and over","%","3.4"
"Annual Change (Annual Earnings)","2018","55th percentile","15 - 24 years","%","3.7"
"Annual Change (Annual Earnings)","2018","55th percentile","15 years and over","%","3.3"
"Annual Change (Annual Earnings)","2018","55th percentile","25 - 29 years","%","5"
"Annual Change (Annual Earnings)","2018","55th percentile","30 - 39 years","%","3.2"
"Annual Change (Annual Earnings)","2018","55th percentile","40 - 49 years","%","2.8"
"Annual Change (Annual Earnings)","2018","55th percentile","50 - 59 years","%","2.6"
"Annual Change (Annual Earnings)","2018","55th percentile","60 years and over","%","3"
"Annual Change (Annual Earnings)","2018","60th percentile","15 - 24 years","%","4.1"
"Annual Change (Annual Earnings)","2018","60th percentile","15 years and over","%","3.1"
"Annual Change (Annual Earnings)","2018","60th percentile","25 - 29 years","%","4.9"
"Annual Change (Annual Earnings)","2018","60th percentile","30 - 39 years","%","3.2"
"Annual Change (Annual Earnings)","2018","60th percentile","40 - 49 years","%","2.8"
"Annual Change (Annual Earnings)","2018","60th percentile","50 - 59 years","%","2.7"
"Annual Change (Annual Earnings)","2018","60th percentile","60 years and over","%","2.8"
"Annual Change (Annual Earnings)","2018","65th percentile","15 - 24 years","%","4.6"
"Annual Change (Annual Earnings)","2018","65th percentile","15 years and over","%","3.1"
"Annual Change (Annual Earnings)","2018","65th percentile","25 - 29 years","%","5.1"
"Annual Change (Annual Earnings)","2018","65th percentile","30 - 39 years","%","3.2"
"Annual Change (Annual Earnings)","2018","65th percentile","40 - 49 years","%","2.7"
"Annual Change (Annual Earnings)","2018","65th percentile","50 - 59 years","%","2.6"
"Annual Change (Annual Earnings)","2018","65th percentile","60 years and over","%","2.8"
"Annual Change (Annual Earnings)","2018","70th percentile","15 - 24 years","%","4.4"
"Annual Change (Annual Earnings)","2018","70th percentile","15 years and over","%","3"
"Annual Change (Annual Earnings)","2018","70th percentile","25 - 29 years","%","5.3"
"Annual Change (Annual Earnings)","2018","70th percentile","30 - 39 years","%","3.1"
"Annual Change (Annual Earnings)","2018","70th percentile","40 - 49 years","%","2.7"
"Annual Change (Annual Earnings)","2018","70th percentile","50 - 59 years","%","2.4"
"Annual Change (Annual Earnings)","2018","70th percentile","60 years and over","%","3.1"
"Annual Change (Annual Earnings)","2018","75th percentile","15 - 24 years","%","4.8"
"Annual Change (Annual Earnings)","2018","75th percentile","15 years and over","%","3"
"Annual Change (Annual Earnings)","2018","75th percentile","25 - 29 years","%","4.1"
"Annual Change (Annual Earnings)","2018","75th percentile","30 - 39 years","%","3.2"
"Annual Change (Annual Earnings)","2018","75th percentile","40 - 49 years","%","2.7"
"Annual Change (Annual Earnings)","2018","75th percentile","50 - 59 years","%","2.4"
"Annual Change (Annual Earnings)","2018","75th percentile","60 years and over","%","3.1"
"Annual Change (Annual Earnings)","2018","80th percentile","15 - 24 years","%","4.9"
"Annual Change (Annual Earnings)","2018","80th percentile","15 years and over","%","3"
"Annual Change (Annual Earnings)","2018","80th percentile","25 - 29 years","%","3.4"
"Annual Change (Annual Earnings)","2018","80th percentile","30 - 39 years","%","3.2"
"Annual Change (Annual Earnings)","2018","80th percentile","40 - 49 years","%","3.3"
"Annual Change (Annual Earnings)","2018","80th percentile","50 - 59 years","%","3"
"Annual Change (Annual Earnings)","2018","80th percentile","60 years and over","%","3.1"
"Annual Change (Annual Earnings)","2018","85th percentile","15 - 24 years","%","4.6"
"Annual Change (Annual Earnings)","2018","85th percentile","15 years and over","%","3.4"
"Annual Change (Annual Earnings)","2018","85th percentile","25 - 29 years","%","3.7"
"Annual Change (Annual Earnings)","2018","85th percentile","30 - 39 years","%","3.5"
"Annual Change (Annual Earnings)","2018","85th percentile","40 - 49 years","%","3.2"
"Annual Change (Annual Earnings)","2018","85th percentile","50 - 59 years","%","4.3"
"Annual Change (Annual Earnings)","2018","85th percentile","60 years and over","%","3.1"
"Annual Change (Annual Earnings)","2018","90th percentile","15 - 24 years","%","4.6"
"Annual Change (Annual Earnings)","2018","90th percentile","15 years and over","%","4"
"Annual Change (Annual Earnings)","2018","90th percentile","25 - 29 years","%","3.9"
"Annual Change (Annual Earnings)","2018","90th percentile","30 - 39 years","%","3.5"
"Annual Change (Annual Earnings)","2018","90th percentile","40 - 49 years","%","3.3"
"Annual Change (Annual Earnings)","2018","90th percentile","50 - 59 years","%","4.6"
"Annual Change (Annual Earnings)","2018","90th percentile","60 years and over","%","3.7"
"Annual Change (Annual Earnings)","2018","95th percentile","15 - 24 years","%","4.1"
"Annual Change (Annual Earnings)","2018","95th percentile","15 years and over","%","4.2"
"Annual Change (Annual Earnings)","2018","95th percentile","25 - 29 years","%","5"
"Annual Change (Annual Earnings)","2018","95th percentile","30 - 39 years","%","3.9"
"Annual Change (Annual Earnings)","2018","95th percentile","40 - 49 years","%","2.9"
"Annual Change (Annual Earnings)","2018","95th percentile","50 - 59 years","%","4.7"
"Annual Change (Annual Earnings)","2018","95th percentile","60 years and over","%","4.5"
"Annual Change (Annual Earnings)","2019","5th percentile","15 - 24 years","%","6.2"
"Annual Change (Annual Earnings)","2019","5th percentile","15 years and over","%","5.6"
"Annual Change (Annual Earnings)","2019","5th percentile","25 - 29 years","%","7.1"
"Annual Change (Annual Earnings)","2019","5th percentile","30 - 39 years","%","7.1"
"Annual Change (Annual Earnings)","2019","5th percentile","40 - 49 years","%","7.2"
"Annual Change (Annual Earnings)","2019","5th percentile","50 - 59 years","%","7.3"
"Annual Change (Annual Earnings)","2019","5th percentile","60 years and over","%","10.4"
"Annual Change (Annual Earnings)","2019","10th percentile","15 - 24 years","%","4.5"
"Annual Change (Annual Earnings)","2019","10th percentile","15 years and over","%","5.9"
"Annual Change (Annual Earnings)","2019","10th percentile","25 - 29 years","%","6.6"
"Annual Change (Annual Earnings)","2019","10th percentile","30 - 39 years","%","5.7"
"Annual Change (Annual Earnings)","2019","10th percentile","40 - 49 years","%","6.2"
"Annual Change (Annual Earnings)","2019","10th percentile","50 - 59 years","%","7.6"
"Annual Change (Annual Earnings)","2019","10th percentile","60 years and over","%","8.5"
"Annual Change (Annual Earnings)","2019","15th percentile","15 - 24 years","%","4.7"
"Annual Change (Annual Earnings)","2019","15th percentile","15 years and over","%","4.7"
"Annual Change (Annual Earnings)","2019","15th percentile","25 - 29 years","%","6"
"Annual Change (Annual Earnings)","2019","15th percentile","30 - 39 years","%","5.8"
"Annual Change (Annual Earnings)","2019","15th percentile","40 - 49 years","%","5.7"
"Annual Change (Annual Earnings)","2019","15th percentile","50 - 59 years","%","4.9"
"Annual Change (Annual Earnings)","2019","15th percentile","60 years and over","%","2.3"
"Annual Change (Annual Earnings)","2019","20th percentile","15 - 24 years","%","4.3"
"Annual Change (Annual Earnings)","2019","20th percentile","15 years and over","%","5.2"
"Annual Change (Annual Earnings)","2019","20th percentile","25 - 29 years","%","6.2"
"Annual Change (Annual Earnings)","2019","20th percentile","30 - 39 years","%","4.8"
"Annual Change (Annual Earnings)","2019","20th percentile","40 - 49 years","%","4.9"
"Annual Change (Annual Earnings)","2019","20th percentile","50 - 59 years","%","5.4"
"Annual Change (Annual Earnings)","2019","20th percentile","60 years and over","%","7"
"Annual Change (Annual Earnings)","2019","25th percentile","15 - 24 years","%","3.8"
"Annual Change (Annual Earnings)","2019","25th percentile","15 years and over","%","4.6"
"Annual Change (Annual Earnings)","2019","25th percentile","25 - 29 years","%","5.6"
"Annual Change (Annual Earnings)","2019","25th percentile","30 - 39 years","%","4.4"
"Annual Change (Annual Earnings)","2019","25th percentile","40 - 49 years","%","4.3"
"Annual Change (Annual Earnings)","2019","25th percentile","50 - 59 years","%","4.4"
"Annual Change (Annual Earnings)","2019","25th percentile","60 years and over","%","6.3"
"Annual Change (Annual Earnings)","2019","30th percentile","15 - 24 years","%","4.1"
"Annual Change (Annual Earnings)","2019","30th percentile","15 years and over","%","4.2"
"Annual Change (Annual Earnings)","2019","30th percentile","25 - 29 years","%","5.3"
"Annual Change (Annual Earnings)","2019","30th percentile","30 - 39 years","%","4.1"
"Annual Change (Annual Earnings)","2019","30th percentile","40 - 49 years","%","3.5"
"Annual Change (Annual Earnings)","2019","30th percentile","50 - 59 years","%","3.9"
"Annual Change (Annual Earnings)","2019","30th percentile","60 years and over","%","5.8"
"Annual Change (Annual Earnings)","2019","35th percentile","15 - 24 years","%","4.1"
"Annual Change (Annual Earnings)","2019","35th percentile","15 years and over","%","4"
"Annual Change (Annual Earnings)","2019","35th percentile","25 - 29 years","%","5.1"
"Annual Change (Annual Earnings)","2019","35th percentile","30 - 39 years","%","3.9"
"Annual Change (Annual Earnings)","2019","35th percentile","40 - 49 years","%","3.4"
"Annual Change (Annual Earnings)","2019","35th percentile","50 - 59 years","%","3.2"
"Annual Change (Annual Earnings)","2019","35th percentile","60 years and over","%","6"
"Annual Change (Annual Earnings)","2019","40th percentile","15 - 24 years","%","4.5"
"Annual Change (Annual Earnings)","2019","40th percentile","15 years and over","%","3.5"
"Annual Change (Annual Earnings)","2019","40th percentile","25 - 29 years","%","5.1"
"Annual Change (Annual Earnings)","2019","40th percentile","30 - 39 years","%","4"
"Annual Change (Annual Earnings)","2019","40th percentile","40 - 49 years","%","3.1"
"Annual Change (Annual Earnings)","2019","40th percentile","50 - 59 years","%","3.1"
"Annual Change (Annual Earnings)","2019","40th percentile","60 years and over","%","5.2"
"Annual Change (Annual Earnings)","2019","45th percentile","15 - 24 years","%","4.5"
"Annual Change (Annual Earnings)","2019","45th percentile","15 years and over","%","3.5"
"Annual Change (Annual Earnings)","2019","45th percentile","25 - 29 years","%","4.6"
"Annual Change (Annual Earnings)","2019","45th percentile","30 - 39 years","%","4"
"Annual Change (Annual Earnings)","2019","45th percentile","40 - 49 years","%","3.1"
"Annual Change (Annual Earnings)","2019","45th percentile","50 - 59 years","%","3"
"Annual Change (Annual Earnings)","2019","45th percentile","60 years and over","%","5.1"
"Annual Change (Annual Earnings)","2019","50th percentile","15 - 24 years","%","4.5"
"Annual Change (Annual Earnings)","2019","50th percentile","15 years and over","%","3.4"
"Annual Change (Annual Earnings)","2019","50th percentile","25 - 29 years","%","4.8"
"Annual Change (Annual Earnings)","2019","50th percentile","30 - 39 years","%","3.8"
"Annual Change (Annual Earnings)","2019","50th percentile","40 - 49 years","%","3.1"
"Annual Change (Annual Earnings)","2019","50th percentile","50 - 59 years","%","2.2"
"Annual Change (Annual Earnings)","2019","50th percentile","60 years and over","%","4"
"Annual Change (Annual Earnings)","2019","55th percentile","15 - 24 years","%","4.7"
"Annual Change (Annual Earnings)","2019","55th percentile","15 years and over","%","3"
"Annual Change (Annual Earnings)","2019","55th percentile","25 - 29 years","%","4.8"
"Annual Change (Annual Earnings)","2019","55th percentile","30 - 39 years","%","3.8"
"Annual Change (Annual Earnings)","2019","55th percentile","40 - 49 years","%","2.7"
"Annual Change (Annual Earnings)","2019","55th percentile","50 - 59 years","%","2.8"
"Annual Change (Annual Earnings)","2019","55th percentile","60 years and over","%","3.7"
"Annual Change (Annual Earnings)","2019","60th percentile","15 - 24 years","%","4.9"
"Annual Change (Annual Earnings)","2019","60th percentile","15 years and over","%","3.2"
"Annual Change (Annual Earnings)","2019","60th percentile","25 - 29 years","%","4.8"
"Annual Change (Annual Earnings)","2019","60th percentile","30 - 39 years","%","3.7"
"Annual Change (Annual Earnings)","2019","60th percentile","40 - 49 years","%","2.9"
"Annual Change (Annual Earnings)","2019","60th percentile","50 - 59 years","%","2.6"
"Annual Change (Annual Earnings)","2019","60th percentile","60 years and over","%","3.7"
"Annual Change (Annual Earnings)","2019","65th percentile","15 - 24 years","%","4.8"
"Annual Change (Annual Earnings)","2019","65th percentile","15 years and over","%","2.9"
"Annual Change (Annual Earnings)","2019","65th percentile","25 - 29 years","%","4.1"
"Annual Change (Annual Earnings)","2019","65th percentile","30 - 39 years","%","3.4"
"Annual Change (Annual Earnings)","2019","65th percentile","40 - 49 years","%","2.8"
"Annual Change (Annual Earnings)","2019","65th percentile","50 - 59 years","%","2.6"
"Annual Change (Annual Earnings)","2019","65th percentile","60 years and over","%","2.4"
"Annual Change (Annual Earnings)","2019","70th percentile","15 - 24 years","%","4.7"
"Annual Change (Annual Earnings)","2019","70th percentile","15 years and over","%","2.8"
"Annual Change (Annual Earnings)","2019","70th percentile","25 - 29 years","%","3.4"
"Annual Change (Annual Earnings)","2019","70th percentile","30 - 39 years","%","3.2"
"Annual Change (Annual Earnings)","2019","70th percentile","40 - 49 years","%","2.6"
"Annual Change (Annual Earnings)","2019","70th percentile","50 - 59 years","%","2.7"
"Annual Change (Annual Earnings)","2019","70th percentile","60 years and over","%","3.2"
"Annual Change (Annual Earnings)","2019","75th percentile","15 - 24 years","%","4.7"
"Annual Change (Annual Earnings)","2019","75th percentile","15 years and over","%","2.8"
"Annual Change (Annual Earnings)","2019","75th percentile","25 - 29 years","%","4"
"Annual Change (Annual Earnings)","2019","75th percentile","30 - 39 years","%","3"
"Annual Change (Annual Earnings)","2019","75th percentile","40 - 49 years","%","2.6"
"Annual Change (Annual Earnings)","2019","75th percentile","50 - 59 years","%","2.9"
"Annual Change (Annual Earnings)","2019","75th percentile","60 years and over","%","2.9"
"Annual Change (Annual Earnings)","2019","80th percentile","15 - 24 years","%","4.4"
"Annual Change (Annual Earnings)","2019","80th percentile","15 years and over","%","2.9"
"Annual Change (Annual Earnings)","2019","80th percentile","25 - 29 years","%","3.7"
"Annual Change (Annual Earnings)","2019","80th percentile","30 - 39 years","%","3.1"
"Annual Change (Annual Earnings)","2019","80th percentile","40 - 49 years","%","2.5"
"Annual Change (Annual Earnings)","2019","80th percentile","50 - 59 years","%","2.8"
"Annual Change (Annual Earnings)","2019","80th percentile","60 years and over","%","2.9"
"Annual Change (Annual Earnings)","2019","85th percentile","15 - 24 years","%","4.5"
"Annual Change (Annual Earnings)","2019","85th percentile","15 years and over","%","2.9"
"Annual Change (Annual Earnings)","2019","85th percentile","25 - 29 years","%","3.5"
"Annual Change (Annual Earnings)","2019","85th percentile","30 - 39 years","%","3.2"
"Annual Change (Annual Earnings)","2019","85th percentile","40 - 49 years","%","2.5"
"Annual Change (Annual Earnings)","2019","85th percentile","50 - 59 years","%","3.1"
"Annual Change (Annual Earnings)","2019","85th percentile","60 years and over","%","2.6"
"Annual Change (Annual Earnings)","2019","90th percentile","15 - 24 years","%","4"
"Annual Change (Annual Earnings)","2019","90th percentile","15 years and over","%","2.7"
"Annual Change (Annual Earnings)","2019","90th percentile","25 - 29 years","%","4.1"
"Annual Change (Annual Earnings)","2019","90th percentile","30 - 39 years","%","3.2"
"Annual Change (Annual Earnings)","2019","90th percentile","40 - 49 years","%","2.5"
"Annual Change (Annual Earnings)","2019","90th percentile","50 - 59 years","%","3.3"
"Annual Change (Annual Earnings)","2019","90th percentile","60 years and over","%","2.8"
"Annual Change (Annual Earnings)","2019","95th percentile","15 - 24 years","%","3.3"
"Annual Change (Annual Earnings)","2019","95th percentile","15 years and over","%","2.9"
"Annual Change (Annual Earnings)","2019","95th percentile","25 - 29 years","%","3.1"
"Annual Change (Annual Earnings)","2019","95th percentile","30 - 39 years","%","2.8"
"Annual Change (Annual Earnings)","2019","95th percentile","40 - 49 years","%","2.8"
"Annual Change (Annual Earnings)","2019","95th percentile","50 - 59 years","%","4.4"
"Annual Change (Annual Earnings)","2019","95th percentile","60 years and over","%","2.6"
"Annual Change (Annual Earnings)","2020","5th percentile","15 - 24 years","%","24.3"
"Annual Change (Annual Earnings)","2020","5th percentile","15 years and over","%","19.5"
"Annual Change (Annual Earnings)","2020","5th percentile","25 - 29 years","%","30.9"
"Annual Change (Annual Earnings)","2020","5th percentile","30 - 39 years","%","31.6"
"Annual Change (Annual Earnings)","2020","5th percentile","40 - 49 years","%","31.4"
"Annual Change (Annual Earnings)","2020","5th percentile","50 - 59 years","%","10.7"
"Annual Change (Annual Earnings)","2020","5th percentile","60 years and over","%","33.4"
"Annual Change (Annual Earnings)","2020","10th percentile","15 - 24 years","%","23.4"
"Annual Change (Annual Earnings)","2020","10th percentile","15 years and over","%","25.9"
"Annual Change (Annual Earnings)","2020","10th percentile","25 - 29 years","%","18.6"
"Annual Change (Annual Earnings)","2020","10th percentile","30 - 39 years","%","20.1"
"Annual Change (Annual Earnings)","2020","10th percentile","40 - 49 years","%","21.9"
"Annual Change (Annual Earnings)","2020","10th percentile","50 - 59 years","%","23.5"
"Annual Change (Annual Earnings)","2020","10th percentile","60 years and over","%","18.9"
"Annual Change (Annual Earnings)","2020","15th percentile","15 - 24 years","%","20.5"
"Annual Change (Annual Earnings)","2020","15th percentile","15 years and over","%","19.8"
"Annual Change (Annual Earnings)","2020","15th percentile","25 - 29 years","%","15.2"
"Annual Change (Annual Earnings)","2020","15th percentile","30 - 39 years","%","14.6"
"Annual Change (Annual Earnings)","2020","15th percentile","40 - 49 years","%","16.5"
"Annual Change (Annual Earnings)","2020","15th percentile","50 - 59 years","%","17.9"
"Annual Change (Annual Earnings)","2020","15th percentile","60 years and over","%","17.8"
"Annual Change (Annual Earnings)","2020","20th percentile","15 - 24 years","%","19.5"
"Annual Change (Annual Earnings)","2020","20th percentile","15 years and over","%","16.2"
"Annual Change (Annual Earnings)","2020","20th percentile","25 - 29 years","%","12.5"
"Annual Change (Annual Earnings)","2020","20th percentile","30 - 39 years","%","12.4"
"Annual Change (Annual Earnings)","2020","20th percentile","40 - 49 years","%","13.5"
"Annual Change (Annual Earnings)","2020","20th percentile","50 - 59 years","%","14.3"
"Annual Change (Annual Earnings)","2020","20th percentile","60 years and over","%","25"
"Annual Change (Annual Earnings)","2020","25th percentile","15 - 24 years","%","20.2"
"Annual Change (Annual Earnings)","2020","25th percentile","15 years and over","%","13.6"
"Annual Change (Annual Earnings)","2020","25th percentile","25 - 29 years","%","10.9"
"Annual Change (Annual Earnings)","2020","25th percentile","30 - 39 years","%","11.1"
"Annual Change (Annual Earnings)","2020","25th percentile","40 - 49 years","%","11.8"
"Annual Change (Annual Earnings)","2020","25th percentile","50 - 59 years","%","12.3"
"Annual Change (Annual Earnings)","2020","25th percentile","60 years and over","%","19"
"Annual Change (Annual Earnings)","2020","30th percentile","15 - 24 years","%","18.4"
"Annual Change (Annual Earnings)","2020","30th percentile","15 years and over","%","12.4"
"Annual Change (Annual Earnings)","2020","30th percentile","25 - 29 years","%","10.4"
"Annual Change (Annual Earnings)","2020","30th percentile","30 - 39 years","%","10"
"Annual Change (Annual Earnings)","2020","30th percentile","40 - 49 years","%","10.9"
"Annual Change (Annual Earnings)","2020","30th percentile","50 - 59 years","%","11.2"
"Annual Change (Annual Earnings)","2020","30th percentile","60 years and over","%","19.5"
"Annual Change (Annual Earnings)","2020","35th percentile","15 - 24 years","%","16.9"
"Annual Change (Annual Earnings)","2020","35th percentile","15 years and over","%","11.2"
"Annual Change (Annual Earnings)","2020","35th percentile","25 - 29 years","%","10"
"Annual Change (Annual Earnings)","2020","35th percentile","30 - 39 years","%","10"
"Annual Change (Annual Earnings)","2020","35th percentile","40 - 49 years","%","10.5"
"Annual Change (Annual Earnings)","2020","35th percentile","50 - 59 years","%","10"
"Annual Change (Annual Earnings)","2020","35th percentile","60 years and over","%","16.8"
"Annual Change (Annual Earnings)","2020","40th percentile","15 - 24 years","%","15.8"
"Annual Change (Annual Earnings)","2020","40th percentile","15 years and over","%","10.9"
"Annual Change (Annual Earnings)","2020","40th percentile","25 - 29 years","%","9.3"
"Annual Change (Annual Earnings)","2020","40th percentile","30 - 39 years","%","10"
"Annual Change (Annual Earnings)","2020","40th percentile","40 - 49 years","%","10.2"
"Annual Change (Annual Earnings)","2020","40th percentile","50 - 59 years","%","9.3"
"Annual Change (Annual Earnings)","2020","40th percentile","60 years and over","%","15.8"
"Annual Change (Annual Earnings)","2020","45th percentile","15 - 24 years","%","14.2"
"Annual Change (Annual Earnings)","2020","45th percentile","15 years and over","%","10.5"
"Annual Change (Annual Earnings)","2020","45th percentile","25 - 29 years","%","9.3"
"Annual Change (Annual Earnings)","2020","45th percentile","30 - 39 years","%","10"
"Annual Change (Annual Earnings)","2020","45th percentile","40 - 49 years","%","9.7"
"Annual Change (Annual Earnings)","2020","45th percentile","50 - 59 years","%","8.4"
"Annual Change (Annual Earnings)","2020","45th percentile","60 years and over","%","14.3"
"Annual Change (Annual Earnings)","2020","50th percentile","15 - 24 years","%","13.3"
"Annual Change (Annual Earnings)","2020","50th percentile","15 years and over","%","9.7"
"Annual Change (Annual Earnings)","2020","50th percentile","25 - 29 years","%","9.1"
"Annual Change (Annual Earnings)","2020","50th percentile","30 - 39 years","%","10"
"Annual Change (Annual Earnings)","2020","50th percentile","40 - 49 years","%","10.1"
"Annual Change (Annual Earnings)","2020","50th percentile","50 - 59 years","%","8.5"
"Annual Change (Annual Earnings)","2020","50th percentile","60 years and over","%","12.5"
"Annual Change (Annual Earnings)","2020","55th percentile","15 - 24 years","%","13.2"
"Annual Change (Annual Earnings)","2020","55th percentile","15 years and over","%","10.1"
"Annual Change (Annual Earnings)","2020","55th percentile","25 - 29 years","%","8.8"
"Annual Change (Annual Earnings)","2020","55th percentile","30 - 39 years","%","9.8"
"Annual Change (Annual Earnings)","2020","55th percentile","40 - 49 years","%","10.1"
"Annual Change (Annual Earnings)","2020","55th percentile","50 - 59 years","%","8.7"
"Annual Change (Annual Earnings)","2020","55th percentile","60 years and over","%","12.2"
"Annual Change (Annual Earnings)","2020","60th percentile","15 - 24 years","%","12.7"
"Annual Change (Annual Earnings)","2020","60th percentile","15 years and over","%","10.1"
"Annual Change (Annual Earnings)","2020","60th percentile","25 - 29 years","%","8.4"
"Annual Change (Annual Earnings)","2020","60th percentile","30 - 39 years","%","9.6"
"Annual Change (Annual Earnings)","2020","60th percentile","40 - 49 years","%","9.7"
"Annual Change (Annual Earnings)","2020","60th percentile","50 - 59 years","%","8.9"
"Annual Change (Annual Earnings)","2020","60th percentile","60 years and over","%","9.1"
"Annual Change (Annual Earnings)","2020","65th percentile","15 - 24 years","%","12.1"
"Annual Change (Annual Earnings)","2020","65th percentile","15 years and over","%","10"
"Annual Change (Annual Earnings)","2020","65th percentile","25 - 29 years","%","8.2"
"Annual Change (Annual Earnings)","2020","65th percentile","30 - 39 years","%","9.1"
"Annual Change (Annual Earnings)","2020","65th percentile","40 - 49 years","%","9.5"
"Annual Change (Annual Earnings)","2020","65th percentile","50 - 59 years","%","9"
"Annual Change (Annual Earnings)","2020","65th percentile","60 years and over","%","10.5"
"Annual Change (Annual Earnings)","2020","70th percentile","15 - 24 years","%","10.9"
"Annual Change (Annual Earnings)","2020","70th percentile","15 years and over","%","9.9"
"Annual Change (Annual Earnings)","2020","70th percentile","25 - 29 years","%","8"
"Annual Change (Annual Earnings)","2020","70th percentile","30 - 39 years","%","8.4"
"Annual Change (Annual Earnings)","2020","70th percentile","40 - 49 years","%","8.1"
"Annual Change (Annual Earnings)","2020","70th percentile","50 - 59 years","%","8.6"
"Annual Change (Annual Earnings)","2020","70th percentile","60 years and over","%","10.2"
"Annual Change (Annual Earnings)","2020","75th percentile","15 - 24 years","%","10"
"Annual Change (Annual Earnings)","2020","75th percentile","15 years and over","%","9.3"
"Annual Change (Annual Earnings)","2020","75th percentile","25 - 29 years","%","8"
"Annual Change (Annual Earnings)","2020","75th percentile","30 - 39 years","%","7.9"
"Annual Change (Annual Earnings)","2020","75th percentile","40 - 49 years","%","7.5"
"Annual Change (Annual Earnings)","2020","75th percentile","50 - 59 years","%","8.5"
"Annual Change (Annual Earnings)","2020","75th percentile","60 years and over","%","10"
"Annual Change (Annual Earnings)","2020","80th percentile","15 - 24 years","%","10"
"Annual Change (Annual Earnings)","2020","80th percentile","15 years and over","%","9"
